Reference codial;Fournisseur;Machine;Marque;Materiel;Reference;Denomination;Debut;Entrees;Sorties;StockFin;Minimum
14AT0019;FRANKE;;HENNY PENNY;;HP78484002;Résistance LOV;;;;;
14AT0020;FRANKE;;;;719.390.078;Bac Henny Penny prendre réf 719.390.078;;;;;
14AT0021;FRANKE;;;;HP82672;Bac filtreuse;;;;;
14AT0022;FRANKE;;;;HP84135;Transformateur;;;;;
14AT0023;FRANKE;;HENNY PENNY;;HP81911;Valve et Moteur Assy LVE 20;;;;;
14AT0026;FRANKE;;;;HP86157;Motor -actuator P/LVE;;;;;
14AT0027;FRANKE;;;;HP52224;Interrupteur M/A cuve lov;;;;;
14AT0028;FRANKE;;;;HP76673RB;Computeur;;;;;
14AT0029;FRANKE;;;;HP80375;Transformateur Henny Penny;;;;;
14AT0030;FRANKE;;HENNY PENNY;;HP76783;Vanne de vidange;;;;;
14AT0031;FRANKE;;;;HP19004;Roulettes pour chariot à graisse;;;;;
14AT0032;FRANKE;;;;SC01076;Vis 8x32;;;;;
14AT0033;FRANKE;;;;NS02002;Contre ecrou;;;;;
14AT0034;FRANKE;;;;HP74582;Electrovanne 1/2 230v REMPLACE PAR 780.005.028;;;;;
14AT0035;FRANKE;;;;HP83649;Joint série 200 LOV;;;;;
14AT0036;FRANKE;;;;HP74189;Joint série 100 LOV;;;;;
14AT0037;FRANKE;;HENNY PENNY;;HP75859;Voyant JIB cuve frite jaune;;;;;
14AT0038;FRANKE;;;;HP7840006;Résistance;;;;;
14AT0039;FRANKE;;;;HP140078;Tube assemblage remodel kit;;;;;
14AT0040;FRANKE;;;;719.390.105;Ressort UT 400 W;;;;;
14AT0041;FRANKE;;HENNY PENNY;;HP80852;Accouplement de raccord OU tête serveco;;;;;
14AT0042;FRANKE;;;;719.388.362;Fusibles;;;;;
14AT0043;FRANKE;;;;HP86086;Transfo friteuse LOV;;;;;
14AT0045;FRANKE;;;;HP76948;Joints p/LVE 200;;;;;
14AT0046;FRANKE;;HENNY PENNY;;719.390.061;Pompe de filtration pour cuve FCN PRENDRE HP67583+HP17437;;;;;
14AT0047;FRANKE;;;;HP17437;Pompe, kit pompe de filtrage LVE;;;;;
14AT0048;FRANKE;;HENNY PENNY;;HP86349;Joint p/LVE 200;;;;;
14AT0049;FRANKE;;;;HP72554;Tube silicone écoulement;;;;;
14AT0050;FRANKE;;;;HP77914;Protection sonde;;;;;
14AT0051;FRANKE;;HENNY PENNY;;719.391.241;Protection sonde pour LOV probe;;;;;
14AT0052;FRANKE;;HENNY PENNY;;HP83581002;Thermostat ou Hight limit ou bloc well;;;;;
14AT0053;FRANKE;;HENNY PENNY;;719.391.173;Moteur + pompe pour filtration pour friteuse ANCIENNE REF HP67589;;;;;
14AT0054;FRANKE;;;;719.390.057;Carte inox sonde friteuse;;;;;
14AT0055;FRANKE;;;;HP14984;Sonde de T° LVE;;;;;
14AT0056;FRANKE;;;;140099;Sonde de température  pour LVE 203 FFFF;;;;;
14AT0057;FRANKE;;;;719.390.058;Sonde PB5 de niveau;;;;;
14AT0058;FRANKE;;;;719.389.946;Sonde Hi limit pour LOV 104;;;;;
14AT0059;FRANKE;;;;719.390.042;Porte G pour LVE 200;;;;;
14AT0060;FRANKE;;;;719.390.044;Porte D pour friteuse LVE 204;;;;;
14AT0061;FRANKE;;;;HP51795;Contacteur LOV;;;;;
14AT0062;FRANKE;;HENNY PENNY;;HP84401002;Résistance de friteuse  Henny Penny;;;;;
14AT0063;FRANKE;;HENNY PENNY;;719.391.666;Element chauffant L280*l295*H330m pour LVE 200;;;;;
14AT0064;FRANKE;;;;HP4401002;Résistance simple sera REMPLACE PAR HP92104-002;;;;;
14AT0065;FRANKE;;;;HP86104;Interrupteur robinet d'arrêt REMPLACE PAR 719.393.948;;;;;
14AT0066;FRANKE;;HENNY PENNY;;HP79590;Vanne de vidange Lov série 100;;;;;
14AT0067;FRANKE;;HENNY PENNY;;HP75660;Façade computer LOV;;;;;
14AT0068;H&K;;HENNY PENNY;;HP67583;Moteur pour lov 104;;;;;
14AT0069;FRANKE;;;;HP17476;Kit de joint (pompe de filtrage et moteur);;;;;
14AT0071;FRANKE;;HENNY PENNY;;HP73994;Poignée tournante pour robinet vidange P/lov;;;;;
14AT0072;FRANKE;;HENNY PENNY;;HP78484006;Résistance LOV serie 100;;;;;
14AT0073;FRANKE;;;;HP76964;Joint gib pour lov 204;;;;;
14AT0074;FRANKE;;;;719.390.066;Transformateur 24/240V LVE200;;;;;
14AT0075;FRANKE;;;;HP26974;Haut parleur;;;;;
14AT0076;FRANKE;;;;719.393.948;Interrupteur robinet d'arrêt ou switch lov REMPLACE PAR REF 719.395.959;;;;;
14AT0077;FRANKE;;HENNY PENNY;;HP85653;Interrupteur cuve d'écoulement;;;;;
14AT0078;FRANKE;;;;HP67617;Pate switch;;;;;
14AT0079;FRANKE;;;;HP16910;Mano;;;;;
14AT0080;FRANKE;;;;HP18721;Kit électrovanne purge;;;;;
14AT0081;FRANKE;;;;719.393.915;Moteur vanne selection pour LVE200;;;;;
14AT0084;FRANKE;;;;719.392.755;Tube LVE 200;;;;;
14AT0085;CAT'SERV;;;;29898;Interrupteur pour une friteuse 8 têtes PFE590;;;;;
14AT0086;FRANKE;;FRANKE;;HP83 581 002;BLOC WELL;;;;;
14AT0087;CATSERV;;HENNY PENNY;;298.98;INTERRUPEUR M/A KFC;;;;;
14AT0088;FRANKE;;HENNY PENNY;;HP14974;SONDE NIVEAU;;;;;
14AT0089;FRANKE;;HENNY PENNY;;719 390 057;SONDE TEMPERATURE;;;;;
14AT0090;FRANKE;;HENNY PENNY;;719 392 746;THERMOSTAT HI LIM;;;;;
14AT0091;HK;;HENNY PENNY;;HP73713;Kit friteuse LOV 100;;;;;
14AT0092;FRANKE;;HENNY PENNY;;HP86103;Kit moteur robinet d'arrêt REMPLACE PAR REF HP84282-001;;;;;
14AT0093;FRANKE;;HENNY PENNY;;719.390.048;Autocollants clavier;;;;;
14AT0094;H&K;;HENNY PENNY;;HP83515RB;Computeur;;;;;
14AT0095;H&K;;HENNY PENNY;;HP84282-001;Kit moteur robinet;;;;;
14AT0096;FRANKE;;HENNY PENNY;;HP77575;Roulette avant;;;;;
14AT0097;FRANKE;;HENNY PENNY;;780.003.689;Electrovanne cuve LOV FCN;;;;;
14AT0098;FRANKE;;HENNY PENNY;;HP84282-011;Micro switch vanne LOV REMPLACE PAR 719.395.959;;;;;
14AT0099;FRANKE;;HENNY PENNY;;719.392.758;"Tube d'aspiration flexible 54""";;;;;
14AT0100;H&K;;HENNY PENNY;;ME90-008;Relais 12 V;;;;;
14AT0101;FRANKE;;HENNY PENNY;;HP84262;Moteur valve;;;;;
14AT0103;FRANKE;;HENNY PENNY;;719.390.085;Grille pour bac friteuse;;;;;
14AT0104;FRANKE;;HENNY PENNY;;719.390.084;Grille pour bac de friteuse;;;;;
14AT0105;FRANKE;;HENNY PENNY;;FP05017;Raccord Jib mâle;;;;;
14AT0106;FRANKE;;HENNY PENNY;;719.390.064;Raccord Jib femelle ou accouplement rapide;;;;;
14AT0107;FRANKE;;HENNY PENNY;;780.005.028;Electrovanne 1/2 LVE ancienne REF// HP74582 et ancienne REF// 780.003.689;;;;;
14AT0108;FRANKE;;HENNY PENNY;;719.396.533;Pompe 230V filtre Solstice Electric Fryers;;;;;
14AT0109;FRANKE;;HENNY PENNY;;ME90008;Relais;;;;;
14AT0110;FRANKE;;HENNY PENNY;;780.005.019;Pompe à huile LVE (ANCIENNE REF HP74583);;;;;
14AT0111;FRANKE;;FRANKE;;719.395.974;Ordinateur pour LVE200;;;;;
14AT0112;FRANKE;;;;TS22012;Transformateur AIF LVE;;;;;
14AT0113;FRANKE;;HENNY PENNY;;TS22012;Transfo AIF;;;;;
14AT0114;FRANKE;;HENNY PENNY;;HP78614;Protection avant hi limit;;;;;
14AT0115;FRANKE;;HENNY PENNY;;HP78499;Clip d'écart;;;;;
14AT0116;FRANKE;;HENNY PENNY;;SC04.003;Vis;;;;;
14AT0117;FRANKE;;HENNY PENNY;;EF02125;Reset moteur vanne séléctive;;;;;
14AT0118;H&K;;HENNY PENNY;;HP80752;Accouplement;;;;;
14AT0119;FRANKE;;HENNY PENNY;;HP16738;Hi limit;;;;;
14AT0120;FRANKE;;HENNY PENNY;;719.390.098;Filtre;;;;;
14AT0121;FRANKE;;;;202382;Tête de pompe;;;;;
14AT0122;FRANKE;;;;14AT0122;Computeur LOV série 100;;;;;
14AT0123;FRANKE;;;;HP78484006;Résistance de friteuse Lov série 100;;;;;
14CD0001;FURNOTEL;;FAST FRY;;04F11;Commutateur friteuse;;;;;
14CD0002;FURNOTEL;;FAST FRY;;04F26;Relais Tripol 20 ampères frit 125;;;;;
14CD0003;FURNOTEL;;FAST FRY;;04F01B;Thermostat sécu N.M ( BLANC/MAR);;;;;
14CD0004;FURNOTEL;;FAST FRY;;04F05E;Résistance 4000W;;;;;
14CN0001;EPGC;;FAGOR;;LF3755837;Résistance 6000 watt 230V;;;;;
15AU0006;FRANKE;;;;719.388.819;Régulateur;;;;;
15AU0007;FRANKE;;;;719.388.826;Tuyau 1/4;;;;;
15AU0008;FRANKE;;;;719.388.843;Joint;;;;;
15AU0009;FRANKE;;ANSUL;;719.388.831;Câble Inox;;;;;
15AU0010;FRANKE;;;;725.106.351;Clés De Réarmement seule;;;;;
15AU0012;FRANKE;;;;384.433;Tube Pour Ansul R3/8  500 Mm;;;;;
15AU0013;FRANKE;;ANSUL;;384.401;Rouleau Guide Cable Ansul  ou  poulies;;;;;
15AU0014;FRANKE;;;;384.581;Buse  E D4 Outillage   56926_1N;;;;;
15AU0015;FRANKE;;;;365.238;Buse  2Wh;;;;;
15AU0016;FRANKE;;;;15AU0016;Buse 1 W;;;;;
15AU0017;FRANKE;;;;15AU0017;Buse  245;;;;;
15AU0018;FRANKE;;;;718.382.720;Clé Armement;;;;;
15AU0019;FRANKE;;;;719.388.838;Fusible 138°C (bleue) ANSUL;;;;;
15AU0020;FRANKE;;;;719.388.845;Clé D'Instalation Ansul;;;;;
15AU0021;FRANKE;;ANSUL;;719.388.832;Soupape Compensatrice;;;;;
15AU0022;FRANKE;;ANSUL;;384.357;Réservoir et tube plongeur;;;;;
15AU0023;FRANKE;;;;719.389.842;Vis Tete Creuse;;;;;
15AU0024;FRANKE;;;;719.389.843;Clé Pour Vis 719.389.842;;;;;
15AU0025;FRANKE;;;;719.389.835;Bloc Inter De Coupure Electrique OU micro switch ansul;;;;;
15AU0028;FRANKE;;;;718.385.752;Autocollant déclenchement Français PRENDRE REF 384.389;;;;;
15AU0030;FRANKE;;;;384.452;Mécanisme complet percuteur;;;;;
15AU0032;FRANKE;;;;719.388.069;Tube 3/8 ansul;;;;;
15AU0033;FRANKE;;;;384.409;Douille p/canne ansul;;;;;
15AU0034;FRANKE;;;;385.420;Buse ansul 1/2 N;;;;;
15AU0035;FRANKE;;;;384.404;Raccord olive ansul;;;;;
15AU0036;FRANKE;;;;384.366;Douille cuivre;;;;;
15AU0037;FRANKE;;;;384.424;Déclencheur manuel ansul;;;;;
15AU0038;FRANKE;;;;384.580;Buse ou boitier ventouse;;;;;
15AU0039;FRANKE;;ANSUL;;384.389;Autocollant en français ANSUL ANC REF 718.385.752;;;;;
15AU0041;HK;;ANSUL;;SL419335;BUSES;;;;;
15AU0042;FRANKE;;ANSUL;;719 388 831;CABLE 15 METRES;;;;;
15AU0043;FRANKE;;ANSUL;;719.389. 838;FUSIBLE 182;;;;;
15AU0044;FRANKE;;ANSUL;;719 388 819;REGULATEUR PRESSION;;;;;
15AU0045;FRANKE;;ANSUL;;719 388 826;TUBE SOUPLE 1/4;;;;;
15AU0046;FRANKE;;ANSUL;;384.579;Support fusible;;;;;
15AU0047;FRANKE;;ANSUL;;368.056;Capuchons;;;;;
15AU0048;FRANKE;;ANSUL;;719.394.961;Mécanisme complet / Système d'enclenchement ANSUL;;;;;
15AU0049;FRANKE;;;;384.413;Poignée de réarmement ANSUL en aluminium;;;;;
15AU0050;H&K;;ANSUL;;A01057;Nettoyant tubulure;;;;;
15AU0051;FRANKE;;ANSUL;;1540393;Levier;;;;;
15AU0052;FRANKE;;ANSUL;;384.389;Autocollant en français ansul;;;;;
15AU0053;H&K;;H&K;;E12157;Etiquettes rouge ansul en français;;;;;
15AU0054;H&K;;H&K;;A01017;Bouchon chappe de buses ( paquet de 50) prix a l unité;;;;;
15AU0055;H&K;;H&K;;A01011;Fusible 74°;;;;;
15AU0056;FRANKE;;ANSUL;;725.103.910;Boitier inox ansul;;;;;
15AU0057;FRANKE;;ANSUL;;725.108.440;Kit de montage ansul;;;;;
15AU0058;FRANKE;;ANSUL;;719.394.961;Système d'enclenchement;;;;;
15AU0059;FRANKE;;ANSUL;;384.419;Presse étoupe câble inox;;;;;
15AU0060;FRANKE;;ANSUL;;725.110.698;Habillage tuyauterie;;;;;
15AU0061;FRANKE;;ANSUL;;725.110.665;Tubulure ansul;;;;;
15AU0062;FRANKE;;ANSUL;;719.392.804;Pochette de  25 joints torique PRX AU JOINT;;;;;
15AU0063;FRANKE;;ANSUL;;384.446;Nitrogène double;;;;;
15AU0065;FRANKE;;ANSUL;;725.120.400;kit ansul pour UH -43;;;;;
15AU0066;FRANKE;;;;1525332;Etiquette ansul en français (planche );;;;;
15AU0067;FRANKE;;ANSUL;;368.987;Buse d'outillage type 290;;;;;
16AV0001;FRANKE;;;;PC6.03S;Tuyau Avec Connection Pour Steamer;;;;;
16AV0002;FRANKE;;;;PC6.253.57S;Kit tube d'eau souple (serpentin);;;;;
16AV0003;FRANKE;;PRINCE CASTLE;;PC6.253.19N;Kit Electrovanne Ancienne ref PC6.253.19S;;;;;
16AV0004;FRANKE;;;;718.389.670;Interrupteur Depart Cycle Noir;;;;;
16AV0006;FRANKE;;;;719.386.585;Interrupteur Depart Cycle Vert M/A steamer;;;;;
16AV0007;FRANKE;;;;719.386.592;Joint Raccord Steamer ( lot de 10pièces );;;;;
16AV0008;FRANKE;;;;719.386.602;Tuyau Teflon;;;;;
16AV0009;FRANKE;;PRINCE CASTLE;;PC6.506.1S;Relais de chauffe SS Blanc;;;;;
16AV0010;FRANKE;;;;719.384.521;Carte Principale OU puissance (VOIR NLE REF 719.392.475);;;;;
16AV0011;FRANKE;;PRINCE CASTLE;;PC6.253.18S;Connection Pour Eau ou press étoupe d'eau;;;;;
16AV0012;FRANKE;;;;719.386.148;Interruptuer Poussoir Vert;;;;;
16AV0013;FRANKE;;;;719.385.295;Relais A Semi Conducteur;;;;;
16AV0014;FRANKE;;;;719.385.293;Relais Stimer;;;;;
16AV0015;FRANKE;;;;719.386.598;Raccord Rapide eau steamer mâle;;;;;
16AV0016;FRANKE;;FRANKE;;PC9.512.75;Kit Cablage pour steamer - Câble, pour Steamer 625, du relais à la platine;;;;;
16AV0017;FRANKE;;;;PC6.250.78S;Connection Eau ou raccord eau steamer femelle;;;;;
16AV0018;FRANKE;;;;384.267;Plot D'Accrochage Accessoire ou vis tête de mort inox ou boulon fileté;;;;;
16AV0019;FRANKE;;PRINCE CASTLE;;PC6.250.82S;Sonde De Temperature;;;;;
16AV0020;FRANKE;;PRINCE CASTLE;;PC6.251.93S;Carte d affichage pour steamer;;;;;
16AV0021;FRANKE;;;;PC6.252.05S;Platine d'affichage  625M/CD REMPLACE PAR REF 719.395.299;;;;;
16AV0022;FRANKE;;;;719.384.994;Circuit électrique;;;;;
16AV0023;FRANKE;;;;PC6.253.23S;Carte principale de circuit REMPLACE PAR REF 719.395.297;;;;;
16AV0024;FRANKE;;;;PC2.531.9S;Vannes d'eau;;;;;
16AV0025;FRANKE;;;;PC6.251.54S;Carte;;;;;
16AV0026;FRANKE;;;;719.386.600;Tuyau avec raccord et filtre complet;;;;;
16AV0027;FRANKE;;;;PC6.251.04S;Kit assemblage de régulateur de débit d'entrée d'eau;;;;;
16AV0028;FRANKE;;;;PC6.250.83S;Electrovanne;;;;;
16AV0029;FRANKE;;;;PC2.532.3S;Carte;;;;;
16AV0030;FRANKE;;PRINCE CASTLE;;PC8.632.9S;Kit tuyau avec raccord;;;;;
16AV0031;FRANKE;;PRINCE CASTLE;;PC6.251.30S;Joint silicone steamer;;;;;
16AV0032;FRANKE;;PRINCE CASTLE;;PC6.252.07S;Thermostat de sécurité;;;;;
16AV0033;FRANKE;;;;PC6.251.03S;Flexible eau steamer  avec raccord;;;;;
16AV0034;FRANKE;;PRINCE CASTLE;;PC6.252.84S;Résistance;;;;;
16AV0035;FRANKE;;;;PC6.251.97S;Tuyau eau steamer;;;;;
16AV0036;FRANKE;;;;PC2.520.05S;Carte de façade;;;;;
16AV0037;FRANKE;;;;719.384.992;Raccord eau steamer;;;;;
16AV0038;FRANKE;;;;PC9.512.7S;Nappe;;;;;
16AV0039;FRANKE;;;;PC6.250.65S;Plaque inférieure  steamer;;;;;
16AV0040;FRANKE;;;;719.384.238;Porte fusible;;;;;
16AV0041;FRANKE;;;;PC8.635.9S;Prise raccord mâle steamer;;;;;
16AV0042;FRANKE;;;;718.384.171;Régulateur de pression pour Steamer;;;;;
16AV0043;FRANKE;;;;719.392.638;Embout 1/4 pour steamer PC625;;;;;
16AV0044;FRANKE;;;;PC6.253.24S;Kit pce détachées, Joint torique pour steamer;;;;;
16AV0045;FRANKE;;;;719.394.127;Connecteur rapide;;;;;
16AV0047;FRANKE;;PRINCE CASTLE;;719.384.550;RIBON CABLE;;;;;
16AV0048;FRANKE;;PRINCE CASTLE;;PC8.632.9 S;KIT TUBING;;;;;
16AV0049;FRANKE;;PRINCE CASTLE;;PC6.253.19S;ELECTROVANNE;;;;;
16AV0050;FRANKE;;PRINCE CASTLE;;?;CONNECTEUR RAPIDE;;;;;
16AV0051;HK;;PRINCE CASTLE;;T92 002;RACCORD FEMELLE 3/8;;;;;
16AV0052;HK;;PRINCE CASTLE;;T92 004;RACCORD MALE 3/8;;;;;
16AV0053;FRANKE;;PRINCE CASTLE;;PC6.253.19S;ELECTROVANNE;;;;;
16AV0054;FRANKE;;PRINCE CASTLE;;PC625-082S;SONDE 1000 OHM;;;;;
16AV0055;HK;;PRINCE CASTLE;;T92 002;RACCORD FEMELLE 3/8;;;;;
16AV0056;HK;;PRINCE CASTLE;;T92 004;RACCORD MALE 3/8;;;;;
16AV0057;FRANKE;;PRINCE CASTEL;;PC6 252.05S;CARTE AVANT;;;;;
16AV0058;FRANKE;;PRINCE CASTEL;;PC9 512.75;CONNECTEUR RELAIS;;;;;
16AV0059;FRANKE;;PRINCE CASTEL;;719.384.550;NAPPE CARTE AVANT;;;;;
16AV0060;FRANKE;;PRINCE CASTEL;;PC6 506.1S;RELAIS;;;;;
16AV0061;FRANKE;;PRINCE CASTLE;;16AV0061;Lot de 4 pieds;;;;;
16AV0062;FRANKE;;PRINCE CASTLE;;719.395.297;Platine principale pour steamer REMPLACE REF PC6.253.23S;;;;;
16AV0063;FRANKE;;PRINCE CASTLE;;PC8.636.5S;Système de filtrage eau;;;;;
16AV0064;FRANKE;;PRINCE CASTLE;;719.395.299;Carte commande affichage Ancienne REF/ PC6.252.05S;;;;;
16AV0065;FRANKE;;PRINCE CASTLE;;719.389.885;Voyant orange;;;;;
16AV0066;FRANKE;;PRINCE CASTLE;;PC7.238.1S;Cordon d'alimentation;;;;;
16AV0067;CAT'SERV;;PRINCE CASTLE;;78-233S;Interrupteur 20 ampère;;;;;
16AV0068;FRANKE;;PRINCE CASTLE;;719.383.589;Tôle ou cache arrière pour steamer 625-178;;;;;
16AV0069;FRANKE;;PRINCE CASTLE;;719.395.298;Platine pour écran de steamer;;;;;
17AV0004;FRANKE;;PRINCE CASTLE;;?;KIT TIMER 35S;;;;;
17AV0012;FRANKE;;;;719.388.575;Couvercle De Sonnerie;;;;;
17AV0013;FRANKE;;;;719.386.496;Circuit Imprime Rouge;;;;;
17AV0014;FRANKE;;;;384.521;Interupteur Rotatif;;;;;
17AV0015;FRANKE;;PRINCE CASTLE;;719.388.754;Timer Switch;;;;;
17AV0016;FRANKE;;;;719.388.034;Carte Relais;;;;;
17AV0017;FRANKE;;;;719.388.599;Minuterie 35/55 Seconde;;;;;
17AV0018;FRANKE;;;;719.388.566;Relais 220V;;;;;
17AV0019;FRANKE;;;;719.388.755;Sonnerie;;;;;
17AV0021;FRANKE;;;;719.384.518;Sonde De Temperature pour toaster;;;;;
17AV0022;FRANKE;;;;719.386.036;Sonde De Temperature 197Mm;;;;;
17AV0023;FRANKE;;;;719.386.477;Sonde De Temperature REMPLACE 719.385.831;;;;;
17AV0025;FRANKE;;;;6020932;Tige D'Articulation pour toaster (jaune) ANC REF AN3.03P.127;;;;;
17AV0026;FRANKE;;;;PC6.505.8S;Relais Blanc;;;;;
17AV0027;FRANKE;;ANTUNES;;719.384.501;Kit De Revêtement// Autocollant ou clavier;;;;;
17AV0028;FRANKE;;;;719.388.760;Timer;;;;;
17AV0029;FRANKE;;;;719.389.878;Sonnerie;;;;;
17AV0030;FRANKE;;;;719.384.502;Carte Avant De Commande pour affichage REMPLACE PAR 780.000.352;;;;;
17AV0031;FRANKE;;;;719.385.014;Kit Chassis pour toaster 248;;;;;
17AV0032;FRANKE;;;;PC2.480.77S;Câble Pour Circuit Display NE PLUS COMMANDER!!!;;;;;
17AV0034;FRANKE;;;;PC2.480.80S;Câble En Bas (faisceau) PRENDRE REF 719.392.785;;;;;
17AV0037;FRANKE;;;;719.387.060;Vis Pour Fermeture Par 2;;;;;
17AV0038;FRANKE;;;;719.386.348;Fourreau Par 2;;;;;
17AV0039;FRANKE;;;;719.386.351;Vis Par 2;;;;;
17AV0041;FRANKE;;;;719.380.878;Alarme 220 V;;;;;
17AV0042;FRANKE;;;;719.384.514;Bouton REMPLACE PAR REF 248202S;;;;;
17AV0043;FRANKE;;;;719.386.494;Haut Parleur ou sonnerie;;;;;
17AV0045;FRANKE;;;;719.386.836;Roue Crante Par 2;;;;;
17AV0046;FRANKE;;;;719.384.512;Vis Milieu Avant Par 2;;;;;
17AV0047;FRANKE;;;;719.384.025;Poignée pour couvercle Toaster;;;;;
17AV0048;FRANKE;;;;PC2.481.141S;Autocollant;;;;;
17AV0049;FRANKE;;;;719.386.329;Lampe Contrôle Jaune;;;;;
17AV0050;FRANKE;;;;719.386.339;Douille Ensemble D'Attache;;;;;
17AV0051;FRANKE;;;;719.386.307;Bouton Noir;;;;;
17AV0052;FRANKE;;;;719.383.454;Module Inox Droit;;;;;
17AV0053;FRANKE;;;;719.383.595;Moteur rotatif UT-VAR 230V:50hz convoyeur toaster IKEA;;;;;
17AV0054;FRANKE;;;;886.002.00S;Fusibles ( paquets de 10) 250 ma (remplacer par 719.396.959);;;;;
17AV0055;FRANKE;;;;719.387.088;Poignée supérieure avec écarteur;;;;;
17AV0056;FRANKE;;;;719.387.094;Levier;;;;;
17AV0057;FRANKE;;;;719.387.105;Clou de support pour plaque supérieure set de 2;;;;;
17AV0058;FRANKE;;;;719.387.065;Clou de support pour plaque inférieure set de 2;;;;;
17AV0059;FRANKE;;;;719.388.733;Vis toaster;;;;;
17AV0060;FRANKE;;;;719.384.517;Prise pour sonde ou Ecarteur (jaune);;;;;
17AV0061;FRANKE;;;;6013212;Moteur d'entrainement toaster vertical VCT 2000;;;;;
17AV0062;FRANKE;;;;719.389.860;Douille pas de vis / Insert toaster 213/416 à l'unité (lot de 4);;;;;
17AV0063;FRANKE;;PRINCE CASTLE;;719.385.836;Engrenage kit pour toaster;;;;;
17AV0064;FRANKE;;;;PC2.481.87S;Kit pour poignée toaster 248;;;;;
17AV0065;FRANKE;;;;719.384.524;Résistance supérieure;;;;;
17AV0066;FRANKE;;PRINCE CASTLE;;719.384.544;Aimant toaster (lot de 10) VENDU A L UNITE;;;;;
17AV0067;FRANKE;;;;719.385.492;Fusible 2.5A;;;;;
17AV0068;FRANKE;;;;719.389.200;Thermostat mécanique;;;;;
17AV0070;FRANKE;;;;6017414;Interrupteur de vérouillage;;;;;
17AV0071;FRANKE;;;;6011167;Hit limit thermostat p/toaster;;;;;
17AV0072;FRANKE;;;;719.386.019;Carte;;;;;
17AV0073;FRANKE;;;;719.386.452;Résistance chauffante supérieure;;;;;
17AV0074;FRANKE;;;;6013212;Moteur REMPLACE PAR LA REF 6013212;;;;;
17AV0075;FRANKE;;;;6017413;Moteur pour Ventilateur REMPLACE PAR 719.800.207;;;;;
17AV0076;FRANKE;;;;719.387.902;Ressort;;;;;
17AV0077;FRANKE;;;;719.383.526;Couvercle protection poignee toaster OU Teflon de poignee;;;;;
17AV0078;FRANKE;;;;719.384.513;Barre rouge ou kit de verrou de sécurité;;;;;
17AV0079;FRANKE;;;;6022294;Support;;;;;
17AV0080;FRANKE;;;;384.523;Lampe ou voyant rouge;;;;;
17AV0081;FRANKE;;;;719.386.022;Lampe ou voyant 2 v;;;;;
17AV0082;FRANKE;;;;719.386.476;Bornier de sonde pour toaster 248 bc;;;;;
17AV0083;FRANKE;;;;6022895;Poulie ou pignon d entrainement rempl ref an2.150.181;;;;;
17AV0084;FRANKE;;;;6021014;Poulie OU pignon  REMPLACE REF AN0.011.299 (gauche);;;;;
17AV0085;FRANKE;;;;S19.000.127;Bouton température toaster;;;;;
17AV0086;FRANKE;;;;719.386.656;Ecrou;;;;;
17AV0087;FRANKE;;;;PC2.480.48S;Barres de sécurité;;;;;
17AV0088;FRANKE;;;;719.387.095;Ecarteurs;;;;;
17AV0089;FRANKE;;;;719.386.934;Douille pas de vis OU  insert toaster;;;;;
17AV0090;FRANKE;;;;PC6.782.33S;Interrupteur;;;;;
17AV0091;FRANKE;;;;719.386.480;Carte de puissance;;;;;
17AV0092;FRANKE;;;;719.384.510;Vis ( lot de 2);;;;;
17AV0093;FRANKE;;;;719.386.438;Douille pas de vis  ;;;;;
17AV0094;FRANKE;;PRINCE CASTLE;;PC2.481.82S;Kit ajustage;;;;;
17AV0095;FRANKE;;;;719.388.743;Poignée arrière;;;;;
17AV0096;FRANKE;;;;719.388.748;Poignée avant;;;;;
17AV0097;FRANKE;;;;719.385.904;Autocollant;;;;;
17AV0098;FRANKE;;;;719.385.912;Pieds;;;;;
17AV0099;FRANKE;;;;719.385.911;Caoutchouc;;;;;
17AV0100;FRANKE;;;;719.385.921;Bouton vert avec voyant;;;;;
17AV0101;FRANKE;;;;719.385.520;Interrupteur;;;;;
17AV0102;FRANKE;;;;PC7.707.9;Connecteur pour toaster;;;;;
17AV0103;FRANKE;;PRINCE CASTLE;;719.384.523;Résistance inférieure pour toaster;;;;;
17AV0104;FRANKE;;ANTUNES;;201938;Engrenage ( roue dentée);;;;;
17AV0105;FRANKE;;PRINCE CASTLE;;6021652;Hélice;;;;;
17AV0106;FRANKE;;;;719.386.447;Résistance inférieure;;;;;
17AV0107;FRANKE;;;;6013221;Moteur avec ailette;;;;;
17AV0108;FRANKE;;PRINCE CASTLE;;719.387.768;Kit toaster 248 ( roulement, câble  vis, écrous..) anc ref pc6.203.3s;;;;;
17AV0109;FRANKE;;ANTUNES;;6023724;Carte  de  contrôle avec sondes;;;;;
17AV0110;FRANKE;;ANTUNES;;719.390.198;Interrupteur m/a TOASTER REMPLACE REF// 719.386.584;;;;;
17AV0111;FRANKE;;;;719.387.767;Kit pièces rechange pour toaste 247 (comprend vis,ecrou,cable,etc;;;;;
17AV0112;FRANKE;;;;719.385.831;Sonde de température supérieure (anc. 719.386.477);;;;;
17AV0113;FRANKE;;ANTUNES;;6013214;Kit de thermocouple auxiliaire;;;;;
17AV0114;FRANKE;;;;780.000.352;Platine d affichage ou Façade de toaster;;;;;
17AV0115;FRANKE;;;;719.386.034;Platine relais;;;;;
17AV0116;FRANKE;;PRINCE CASTLE;;719.392.475;Platine principale pour toaster 247/248;;;;;
