;Référence;Réf. Fournisseur;Fournisseur;Marque;Désignation;Quantités
3954;14AT0108;719.396.533;FRANKE;HENNY PENNY;Pompe 230V filtre Solstice Electric Fryers;
3955;14AT0109;ME90008;FRANKE;HENNY PENNY;Relais;
3956;14AT0110;780.005.019;FRANKE;HENNY PENNY;Pompe à huile LVE (ANCIENNE REF HP74583);
3957;14AT0111;719.395.974;FRANKE;FRANKE;Ordinateur pour LVE200;
3958;14AT0112;TS22012;FRANKE;;Transformateur AIF LVE;
3959;14AT0113;TS22012;FRANKE;HENNY PENNY;Transfo AIF;
3960;14AT0114;HP78614;FRANKE;HENNY PENNY;Protection avant hi limit;
3961;14AT0115;HP78499;FRANKE;HENNY PENNY;Clip d'écart;
3962;14AT0116;SC04.003;FRANKE;HENNY PENNY;Vis;
3963;14AT0117;EF02125;FRANKE;HENNY PENNY;Reset moteur vanne séléctive;
3964;14AT0118;HP80752;H&K;HENNY PENNY;Accouplement;
3965;14AT0119;HP16738;FRANKE;HENNY PENNY;Hi limit;
3966;14AT0120;719.390.098;FRANKE;HENNY PENNY;Filtre;
3967;14AT0121;202382;FRANKE;;Tête de pompe;
3968;14AT0122;14AT0122;FRANKE;;Computeur LOV série 100;
3969;14AT0123;HP78484006;FRANKE;;Résistance de friteuse Lov série 100;
3970;14CD0001;04F11;FURNOTEL;FAST FRY;Commutateur friteuse;
3971;14CD0002;04F26;FURNOTEL;FAST FRY;Relais Tripol 20 ampères frit 125;
3972;14CD0003;04F01B;FURNOTEL;FAST FRY;Thermostat sécu N.M ( BLANC/MAR);
3973;14CD0004;04F05E;FURNOTEL;FAST FRY;Résistance 4000W;
3974;14CN0001;LF3755837;EPGC;FAGOR;Résistance 6000 watt 230V;
3975;15AU0006;719.388.819;FRANKE;;Régulateur;
3976;15AU0007;719.388.826;FRANKE;;Tuyau 1/4;
3977;15AU0008;719.388.843;FRANKE;;Joint;
3978;15AU0009;719.388.831;FRANKE;ANSUL;Câble Inox;
3979;15AU0010;725.106.351;FRANKE;;Clés De Réarmement seule;
3980;15AU0012;384.433;FRANKE;;Tube Pour Ansul R3/8  500 Mm;
3981;15AU0013;384.401;FRANKE;ANSUL;Rouleau Guide Cable Ansul  ou  poulies;
3982;15AU0014;384.581;FRANKE;;Buse  E D4 Outillage   56926_1N;
3983;15AU0015;365.238;FRANKE;;Buse  2Wh;
3984;15AU0016;15AU0016;FRANKE;;Buse 1 W;
3985;15AU0017;15AU0017;FRANKE;;Buse  245;
3986;15AU0018;718.382.720;FRANKE;;Clé Armement;
3987;15AU0019;719.388.838;FRANKE;;Fusible 138°C (bleue) ANSUL;
3988;15AU0020;719.388.845;FRANKE;;Clé D'Instalation Ansul;
3989;15AU0021;719.388.832;FRANKE;ANSUL;Soupape Compensatrice;
3990;15AU0022;384.357;FRANKE;ANSUL;Réservoir et tube plongeur;
3991;15AU0023;719.389.842;FRANKE;;Vis Tete Creuse;
3992;15AU0024;719.389.843;FRANKE;;Clé Pour Vis 719.389.842;
3993;15AU0025;719.389.835;FRANKE;;Bloc Inter De Coupure Electrique OU micro switch ansul;
3994;15AU0028;718.385.752;FRANKE;;Autocollant déclenchement Français PRENDRE REF 384.389;
3995;15AU0030;384.452;FRANKE;;Mécanisme complet percuteur;
3996;15AU0032;719.388.069;FRANKE;;Tube 3/8 ansul;
3997;15AU0033;384.409;FRANKE;;Douille p/canne ansul;
3998;15AU0034;385.420;FRANKE;;Buse ansul 1/2 N;
3999;15AU0035;384.404;FRANKE;;Raccord olive ansul;
4000;15AU0036;384.366;FRANKE;;Douille cuivre;
4001;15AU0037;384.424;FRANKE;;Déclencheur manuel ansul;
4002;15AU0038;384.580;FRANKE;;Buse ou boitier ventouse;
4003;15AU0039;384.389;FRANKE;ANSUL;Autocollant en français ANSUL ANC REF 718.385.752;
4004;15AU0041;SL419335;HK;ANSUL;BUSES;
4005;15AU0042;719 388 831;FRANKE;ANSUL;CABLE 15 METRES;
4006;15AU0043;719.389. 838;FRANKE;ANSUL;FUSIBLE 182;
4007;15AU0044;719 388 819;FRANKE;ANSUL;REGULATEUR PRESSION;
4008;15AU0045;719 388 826;FRANKE;ANSUL;TUBE SOUPLE 1/4;
4009;15AU0046;384.579;FRANKE;ANSUL;Support fusible;
4010;15AU0047;368.056;FRANKE;ANSUL;Capuchons;
4011;15AU0048;719.394.961;FRANKE;ANSUL;Mécanisme complet / Système d'enclenchement ANSUL;
4012;15AU0049;384.413;FRANKE;;Poignée de réarmement ANSUL en aluminium;
4013;15AU0050;A01057;H&K;ANSUL;Nettoyant tubulure;
4014;15AU0051;1540393;FRANKE;ANSUL;Levier;
4015;15AU0052;384.389;FRANKE;ANSUL;Autocollant en français ansul;
4016;15AU0053;E12157;H&K;H&K;Etiquettes rouge ansul en français;
4017;15AU0054;A01017;H&K;H&K;Bouchon chappe de buses ( paquet de 50) prix a l unité;
4018;15AU0055;A01011;H&K;H&K;Fusible 74°;
4019;15AU0056;725.103.910;FRANKE;ANSUL;Boitier inox ansul;
4020;15AU0057;725.108.440;FRANKE;ANSUL;Kit de montage ansul;
4021;15AU0058;719.394.961;FRANKE;ANSUL;Système d'enclenchement;
4022;15AU0059;384.419;FRANKE;ANSUL;Presse étoupe câble inox;
4023;15AU0060;725.110.698;FRANKE;ANSUL;Habillage tuyauterie;
4024;15AU0061;725.110.665;FRANKE;ANSUL;Tubulure ansul;
4025;15AU0062;719.392.804;FRANKE;ANSUL;Pochette de  25 joints torique PRX AU JOINT;
4026;15AU0063;384.446;FRANKE;ANSUL;Nitrogène double;
4027;15AU0065;725.120.400;FRANKE;ANSUL;kit ansul pour UH -43;
4028;15AU0066;1525332;FRANKE;;Etiquette ansul en français (planche );
4029;15AU0067;368.987;FRANKE;ANSUL;Buse d'outillage type 290;
4030;16AV0001;PC6.03S;FRANKE;;Tuyau Avec Connection Pour Steamer;
4031;16AV0002;PC6.253.57S;FRANKE;;Kit tube d'eau souple (serpentin);
4032;16AV0003;PC6.253.19N;FRANKE;PRINCE CASTLE;Kit Electrovanne Ancienne ref PC6.253.19S;
4033;16AV0004;718.389.670;FRANKE;;Interrupteur Depart Cycle Noir;
4034;16AV0006;719.386.585;FRANKE;;Interrupteur Depart Cycle Vert M/A steamer;
4035;16AV0007;719.386.592;FRANKE;;Joint Raccord Steamer ( lot de 10pièces );
4036;16AV0008;719.386.602;FRANKE;;Tuyau Teflon;
4037;16AV0009;PC6.506.1S;FRANKE;PRINCE CASTLE;Relais de chauffe SS Blanc;
4038;16AV0010;719.384.521;FRANKE;;Carte Principale OU puissance (VOIR NLE REF 719.392.475);
4039;16AV0011;PC6.253.18S;FRANKE;PRINCE CASTLE;Connection Pour Eau ou press étoupe d'eau;
4040;16AV0012;719.386.148;FRANKE;;Interruptuer Poussoir Vert;
4041;16AV0013;719.385.295;FRANKE;;Relais A Semi Conducteur;
4042;16AV0014;719.385.293;FRANKE;;Relais Stimer;
4043;16AV0015;719.386.598;FRANKE;;Raccord Rapide eau steamer mâle;
4044;16AV0016;PC9.512.75;FRANKE;FRANKE;Kit Cablage pour steamer - Câble, pour Steamer 625, du relais à la platine;
4045;16AV0017;PC6.250.78S;FRANKE;;Connection Eau ou raccord eau steamer femelle;
4046;16AV0018;384.267;FRANKE;;Plot D'Accrochage Accessoire ou vis tête de mort inox ou boulon fileté;
4047;16AV0019;PC6.250.82S;FRANKE;PRINCE CASTLE;Sonde De Temperature;
4048;16AV0020;PC6.251.93S;FRANKE;PRINCE CASTLE;Carte d affichage pour steamer;
4049;16AV0021;PC6.252.05S;FRANKE;;Platine d'affichage  625M/CD REMPLACE PAR REF 719.395.299;
4050;16AV0022;719.384.994;FRANKE;;Circuit électrique;
4051;16AV0023;PC6.253.23S;FRANKE;;Carte principale de circuit REMPLACE PAR REF 719.395.297;
4052;16AV0024;PC2.531.9S;FRANKE;;Vannes d'eau;
4053;16AV0025;PC6.251.54S;FRANKE;;Carte;
4054;16AV0026;719.386.600;FRANKE;;Tuyau avec raccord et filtre complet;
4055;16AV0027;PC6.251.04S;FRANKE;;Kit assemblage de régulateur de débit d'entrée d'eau;
4056;16AV0028;PC6.250.83S;FRANKE;;Electrovanne;
4057;16AV0029;PC2.532.3S;FRANKE;;Carte;
4058;16AV0030;PC8.632.9S;FRANKE;PRINCE CASTLE;Kit tuyau avec raccord;
4059;16AV0031;PC6.251.30S;FRANKE;PRINCE CASTLE;Joint silicone steamer;
4060;16AV0032;PC6.252.07S;FRANKE;PRINCE CASTLE;Thermostat de sécurité;
4061;16AV0033;PC6.251.03S;FRANKE;;Flexible eau steamer  avec raccord;
4062;16AV0034;PC6.252.84S;FRANKE;PRINCE CASTLE;Résistance;
4063;16AV0035;PC6.251.97S;FRANKE;;Tuyau eau steamer;
4064;16AV0036;PC2.520.05S;FRANKE;;Carte de façade;
4065;16AV0037;719.384.992;FRANKE;;Raccord eau steamer;
4066;16AV0038;PC9.512.7S;FRANKE;;Nappe;
4067;16AV0039;PC6.250.65S;FRANKE;;Plaque inférieure  steamer;
4068;16AV0040;719.384.238;FRANKE;;Porte fusible;
4069;16AV0041;PC8.635.9S;FRANKE;;Prise raccord mâle steamer;
4070;16AV0042;718.384.171;FRANKE;;Régulateur de pression pour Steamer;
4071;16AV0043;719.392.638;FRANKE;;Embout 1/4 pour steamer PC625;
4072;16AV0044;PC6.253.24S;FRANKE;;Kit pce détachées, Joint torique pour steamer;
4073;16AV0045;719.394.127;FRANKE;;Connecteur rapide;
4074;16AV0047;719.384.550;FRANKE;PRINCE CASTLE;RIBON CABLE;
4075;16AV0048;PC8.632.9 S;FRANKE;PRINCE CASTLE;KIT TUBING;
4076;16AV0049;PC6.253.19S;FRANKE;PRINCE CASTLE;ELECTROVANNE;
4077;16AV0050;?;FRANKE;PRINCE CASTLE;CONNECTEUR RAPIDE;
4078;16AV0051;T92 002;HK;PRINCE CASTLE;RACCORD FEMELLE 3/8;
4079;16AV0052;T92 004;HK;PRINCE CASTLE;RACCORD MALE 3/8;
4080;16AV0053;PC6.253.19S;FRANKE;PRINCE CASTLE;ELECTROVANNE;
4081;16AV0054;PC625-082S;FRANKE;PRINCE CASTLE;SONDE 1000 OHM;
4082;16AV0055;T92 002;HK;PRINCE CASTLE;RACCORD FEMELLE 3/8;
4083;16AV0056;T92 004;HK;PRINCE CASTLE;RACCORD MALE 3/8;
4084;16AV0057;PC6 252.05S;FRANKE;PRINCE CASTEL;CARTE AVANT;
4085;16AV0058;PC9 512.75;FRANKE;PRINCE CASTEL;CONNECTEUR RELAIS;
4086;16AV0059;719.384.550;FRANKE;PRINCE CASTEL;NAPPE CARTE AVANT;
4087;16AV0060;PC6 506.1S;FRANKE;PRINCE CASTEL;RELAIS;
4088;16AV0061;16AV0061;FRANKE;PRINCE CASTLE;Lot de 4 pieds;
4089;16AV0062;719.395.297;FRANKE;PRINCE CASTLE;Platine principale pour steamer REMPLACE REF PC6.253.23S;
4090;16AV0063;PC8.636.5S;FRANKE;PRINCE CASTLE;Système de filtrage eau;
4091;16AV0064;719.395.299;FRANKE;PRINCE CASTLE;Carte commande affichage Ancienne REF/ PC6.252.05S;
4092;16AV0065;719.389.885;FRANKE;PRINCE CASTLE;Voyant orange;
4093;16AV0066;PC7.238.1S;FRANKE;PRINCE CASTLE;Cordon d'alimentation;
4094;16AV0067;78-233S;CAT'SERV;PRINCE CASTLE;Interrupteur 20 ampère;
4095;16AV0068;719.383.589;FRANKE;PRINCE CASTLE;Tôle ou cache arrière pour steamer 625-178;
4096;16AV0069;719.395.298;FRANKE;PRINCE CASTLE;Platine pour écran de steamer;
4097;17AV0004;?;FRANKE;PRINCE CASTLE;KIT TIMER 35S;
4098;17AV0012;719.388.575;FRANKE;;Couvercle De Sonnerie;
4099;17AV0013;719.386.496;FRANKE;;Circuit Imprime Rouge;
4100;17AV0014;384.521;FRANKE;;Interupteur Rotatif;
4101;17AV0015;719.388.754;FRANKE;PRINCE CASTLE;Timer Switch;
4102;17AV0016;719.388.034;FRANKE;;Carte Relais;
4103;17AV0017;719.388.599;FRANKE;;Minuterie 35/55 Seconde;
4104;17AV0018;719.388.566;FRANKE;;Relais 220V;
4105;17AV0019;719.388.755;FRANKE;;Sonnerie;
4106;17AV0021;719.384.518;FRANKE;;Sonde De Temperature pour toaster;
4107;17AV0022;719.386.036;FRANKE;;Sonde De Temperature 197Mm;
4108;17AV0023;719.386.477;FRANKE;;Sonde De Temperature REMPLACE 719.385.831;
4109;17AV0025;6020932;FRANKE;;Tige D'Articulation pour toaster (jaune) ANC REF AN3.03P.127;
4110;17AV0026;PC6.505.8S;FRANKE;;Relais Blanc;
4111;17AV0027;719.384.501;FRANKE;ANTUNES;Kit De Revêtement// Autocollant ou clavier;
4112;17AV0028;719.388.760;FRANKE;;Timer;
4113;17AV0029;719.389.878;FRANKE;;Sonnerie;
4114;17AV0030;719.384.502;FRANKE;;Carte Avant De Commande pour affichage REMPLACE PAR 780.000.352;
4115;17AV0031;719.385.014;FRANKE;;Kit Chassis pour toaster 248;
4116;17AV0032;PC2.480.77S;FRANKE;;Câble Pour Circuit Display NE PLUS COMMANDER!!!;
4117;17AV0034;PC2.480.80S;FRANKE;;Câble En Bas (faisceau) PRENDRE REF 719.392.785;
4118;17AV0037;719.387.060;FRANKE;;Vis Pour Fermeture Par 2;
4119;17AV0038;719.386.348;FRANKE;;Fourreau Par 2;
4120;17AV0039;719.386.351;FRANKE;;Vis Par 2;
4121;17AV0041;719.380.878;FRANKE;;Alarme 220 V;
4122;17AV0042;719.384.514;FRANKE;;Bouton REMPLACE PAR REF 248202S;
4123;17AV0043;719.386.494;FRANKE;;Haut Parleur ou sonnerie;
4124;17AV0045;719.386.836;FRANKE;;Roue Crante Par 2;
4125;17AV0046;719.384.512;FRANKE;;Vis Milieu Avant Par 2;
4126;17AV0047;719.384.025;FRANKE;;Poignée pour couvercle Toaster;
4127;17AV0048;PC2.481.141S;FRANKE;;Autocollant;
4128;17AV0049;719.386.329;FRANKE;;Lampe Contrôle Jaune;
4129;17AV0050;719.386.339;FRANKE;;Douille Ensemble D'Attache;
4130;17AV0051;719.386.307;FRANKE;;Bouton Noir;
4131;17AV0052;719.383.454;FRANKE;;Module Inox Droit;
4132;17AV0053;719.383.595;FRANKE;;Moteur rotatif UT-VAR 230V:50hz convoyeur toaster IKEA;
4133;17AV0054;886.002.00S;FRANKE;;Fusibles ( paquets de 10) 250 ma (remplacer par 719.396.959);
4134;17AV0055;719.387.088;FRANKE;;Poignée supérieure avec écarteur;
4135;17AV0056;719.387.094;FRANKE;;Levier;
4136;17AV0057;719.387.105;FRANKE;;Clou de support pour plaque supérieure set de 2;
4137;17AV0058;719.387.065;FRANKE;;Clou de support pour plaque inférieure set de 2;
4138;17AV0059;719.388.733;FRANKE;;Vis toaster;
4139;17AV0060;719.384.517;FRANKE;;Prise pour sonde ou Ecarteur (jaune);
4140;17AV0061;6013212;FRANKE;;Moteur d'entrainement toaster vertical VCT 2000;
4141;17AV0062;719.389.860;FRANKE;;Douille pas de vis / Insert toaster 213/416 à l'unité (lot de 4);
4142;17AV0063;719.385.836;FRANKE;PRINCE CASTLE;Engrenage kit pour toaster;
4143;17AV0064;PC2.481.87S;FRANKE;;Kit pour poignée toaster 248;
4144;17AV0065;719.384.524;FRANKE;;Résistance supérieure;
4145;17AV0066;719.384.544;FRANKE;PRINCE CASTLE;Aimant toaster (lot de 10) VENDU A L UNITE;
4146;17AV0067;719.385.492;FRANKE;;Fusible 2.5A;
4147;17AV0068;719.389.200;FRANKE;;Thermostat mécanique;
4148;17AV0070;6017414;FRANKE;;Interrupteur de vérouillage;
4149;17AV0071;6011167;FRANKE;;Hit limit thermostat p/toaster;
4150;17AV0072;719.386.019;FRANKE;;Carte;
4151;17AV0073;719.386.452;FRANKE;;Résistance chauffante supérieure;
4152;17AV0074;6013212;FRANKE;;Moteur REMPLACE PAR LA REF 6013212;
4153;17AV0075;6017413;FRANKE;;Moteur pour Ventilateur REMPLACE PAR 719.800.207;
4154;17AV0076;719.387.902;FRANKE;;Ressort;
4155;17AV0077;719.383.526;FRANKE;;Couvercle protection poignee toaster OU Teflon de poignee;
4156;17AV0078;719.384.513;FRANKE;;Barre rouge ou kit de verrou de sécurité;
4157;17AV0079;6022294;FRANKE;;Support;
4158;17AV0080;384.523;FRANKE;;Lampe ou voyant rouge;
4159;17AV0081;719.386.022;FRANKE;;Lampe ou voyant 2 v;
4160;17AV0082;719.386.476;FRANKE;;Bornier de sonde pour toaster 248 bc;
4161;17AV0083;6022895;FRANKE;;Poulie ou pignon d entrainement rempl ref an2.150.181;
4162;17AV0084;6021014;FRANKE;;Poulie OU pignon  REMPLACE REF AN0.011.299 (gauche);
4163;17AV0085;S19.000.127;FRANKE;;Bouton température toaster;
4164;17AV0086;719.386.656;FRANKE;;Ecrou;
4165;17AV0087;PC2.480.48S;FRANKE;;Barres de sécurité;
4166;17AV0088;719.387.095;FRANKE;;Ecarteurs;
4167;17AV0089;719.386.934;FRANKE;;Douille pas de vis OU  insert toaster;
4168;17AV0090;PC6.782.33S;FRANKE;;Interrupteur;
4169;17AV0091;719.386.480;FRANKE;;Carte de puissance;
4170;17AV0092;719.384.510;FRANKE;;Vis ( lot de 2);
4171;17AV0093;719.386.438;FRANKE;;Douille pas de vis  ;
4172;17AV0094;PC2.481.82S;FRANKE;PRINCE CASTLE;Kit ajustage;
4173;17AV0095;719.388.743;FRANKE;;Poignée arrière;
4174;17AV0096;719.388.748;FRANKE;;Poignée avant;
4175;17AV0097;719.385.904;FRANKE;;Autocollant;
4176;17AV0098;719.385.912;FRANKE;;Pieds;
4177;17AV0099;719.385.911;FRANKE;;Caoutchouc;
4178;17AV0100;719.385.921;FRANKE;;Bouton vert avec voyant;
4179;17AV0101;719.385.520;FRANKE;;Interrupteur;
4180;17AV0102;PC7.707.9;FRANKE;;Connecteur pour toaster;
4181;17AV0103;719.384.523;FRANKE;PRINCE CASTLE;Résistance inférieure pour toaster;
4182;17AV0104;201938;FRANKE;ANTUNES;Engrenage ( roue dentée);
4183;17AV0105;6021652;FRANKE;PRINCE CASTLE;Hélice;
4184;17AV0106;719.386.447;FRANKE;;Résistance inférieure;
4185;17AV0107;6013221;FRANKE;;Moteur avec ailette;
4186;17AV0108;719.387.768;FRANKE;PRINCE CASTLE;Kit toaster 248 ( roulement, câble  vis, écrous..) anc ref pc6.203.3s;
4187;17AV0109;6023724;FRANKE;ANTUNES;Carte  de  contrôle avec sondes;
4188;17AV0110;719.390.198;FRANKE;ANTUNES;Interrupteur m/a TOASTER REMPLACE REF// 719.386.584;
4189;17AV0111;719.387.767;FRANKE;;Kit pièces rechange pour toaste 247 (comprend vis,ecrou,cable,etc;
4190;17AV0112;719.385.831;FRANKE;;Sonde de température supérieure (anc. 719.386.477);
4191;17AV0113;6013214;FRANKE;ANTUNES;Kit de thermocouple auxiliaire;
4192;17AV0114;780.000.352;FRANKE;;Platine d affichage ou Façade de toaster;
4193;17AV0115;719.386.034;FRANKE;;Platine relais;
4194;17AV0116;719.392.475;FRANKE;PRINCE CASTLE;Platine principale pour toaster 247/248;
4195;17AV0117;6020555;FRANKE;;Tendeur vertical ( lot de 2);
4196;17AV0118;719.392.657;FRANKE;;Poignée toaster;
4197;17AV0119;719.384.527;FRANKE;;Poignée 247;
4198;17AV0120;719.383.525;FRANKE;;Poignée pour toaster 247 levier;
4199;17AV0121;719.389.732;FRANKE;;Ressort toaster 213;
4200;17AV0123;719.392.786;FRANKE;;Câble haut flex. sonde temp. pour toaster 248 anc PC2.480.81S;
4201;17AV0124;719.800.207;FRANKE;ANTUNES;Ventilateur axial pour Antunes 250HI/2000/HEBT-5VREMPLACE REF6017413;
4202;17AV0125;719.385.061;FRANKE;;Minuterie T88/T66 modèle 741;
4203;17AV0126;6020120;FRANKE;;Tige articulation;
4204;17AV0127;719.386.402;FRANKE;;Interrupteur toaster vertical;
4205;17AV0128;719.387.862;FRANKE;;Support (lot 6) support pour ressort;
4206;17AV0129;K19.000.056;FRANKE;;Engrenage 2 roues;
4207;17AV0130;21208601;FRANKE;;Kit Moteur ventilateur;
4208;17AV0131;S19.000.499;FRANKE;ANTUNES;Moteur Toaster Prince Castle;
4209;17AV0132;248.202S;FRANKE;PRINCE CASTLE;POIGNEE COMPRESSION;
4210;17AV0133;713.386.038;FRANKE;PRINCE CASTLE;RELAIS SS;
4211;17AV0134;719.384.S01;FRANKE;PRINCE CASTLE;KIT DE REVETEMENT;
4212;17AV0135;719 392 475;FRANKE;PRINCE CASTEL;CARTE PRINCIPALE - ARTICLE NEUF DEFECTUEUX;
4213;17AV0136;719 392 785;FRANKE;PRINCE CASTEL;FAISCEAU;
4214;17AV0137;719 392 786;FRANKE;PRINCE CASTEL;FAISCEAU;
4215;17AV0139;719.384.520;FRANKE;PRINCE CASTEL;Interrupteur, commutateur de proximité, bilame de sécurité;
4216;17AV0140;719.386.460;FRANKE;PRINCE CASTEL;SONDE;
4217;17AV0141;719.388.166;FRANKE;PRINCE CASTLE;"Résistance HATCO 24 "" 500W";
4218;17AV0142;AN2.150.173;FRANKE;PRINCE CASTLE;Pignon;
4219;17AV0143;AN7.000.370;FRANKE;PRINCE CASTLE;Relais;
4220;17AV0144;6017416;FRANKE;PRINCE CASTLE;Transformateur 240V/12V VTC 2000;
4221;17AV0145;AN7.000.391;FRANKE;PRINCE CASTLE;Kit connecteur;
4222;17AV0146;719.384.509;FRANKE;PRINCE CASTLE;Interrupteur marche arrêt;
4223;17AV0147;719.384.520;FRANKE;PRINCE CASTLE;Interrupteur bilame;
4224;17AV0148;PC8.636.5S;FRANKE;PRINCE CASTLE;Système fitrage eau;
4225;17AV0150;AN1.00P.900;FRANKE;PRINCE CASTLE;Autocollant toaster vertical;
4226;17AV0151;AN1.001.023;FRANKE;PRINCE CASTLE;Autocollant;
4227;17AV0152;AN1.001.192;FRANKE;PRINCE CASTLE;Autocollant;
4228;17AV0153;PC248-189S;H&K;PRINCE CASTLE;Kit toaster 248;
4229;17AV0154;719.392.419;FRANKE;ANTUNES;Dispositif de protection arrière;
4230;17AV0155;719.392.420;FRANKE;ANTUNES;Dispositif de protection avant;
4231;17AV0156;719.395.258;FRANKE;ANTUNES;Vis;
4232;17AV0157;719.391.680;FRANKE;PRINCE CASTLE;Set de tapis toaster HEBT-5V;
4233;17AV0158;6017411;FRANKE;PRINCE CASTLE;Tapis;
4234;17AV0159;78-196S;CATSERV;PRINCE CASTLE;Inter timer de toaster 213;
4235;17AV0160;78-146S;CAT'SERV;PRINCE CASTLE;Micro contact timer;
4236;17AV0161;6013213;FRANKE;ANTUNES;Sonde;
4237;17AV0162;719.386.333;FRANKE;PRINCE CASTLE;Sonde;
4238;17AV0163;719.396.959;FRANKE;;Lot de fusible (x10) vendu à l'unité;
4239;17AW0001;AN2.12P.111;FRANKE;ANTUNES;Piece D Ecartement ( Pack De 10 ) px 1 piece;
4240;17AW0003;AN3.08P.101;FRANKE;;Pack De 10 Ecrou 8_32;
4241;17AW0004;AN7.000.305;FRANKE;;Charniere (set de 4 pièces) P:toaster rapide;
4242;17AW0005;AN0.011.299;FRANKE;;Pignon remplacé par 6021014 ou poulie;
4243;17AW0006;AN7.000.644;FRANKE;;Barre De Capot de convoyeur;
4244;17AW0007;AN3.06P.105;FRANKE;;Vis Pack De 10;
4245;17AW0008;AN03502890;FRANKE;;Panneau Latéral Droit;
4246;17AW0009;AN7.000.110;FRANKE;;Feuille Téflon set de 3 feuilles;
4247;17AW0010;AN7.000.416;FRANKE;;Tapis Roulant (1 jeu);
4248;17AW0011;AN3.08P.145;FRANKE;;Ecrou à chapeau  8/32( pack de 10) PRENDRE AT0006;
4249;17AW0012;AN4.000.138;FRANKE;;Moteur pour ventilateur toaster rapide REMPLACE PAR 719.800.207;
4250;17AW0013;AN4.030.332;FRANKE;;Thermostat hilimit;
4251;17AW0014;AN2.100.253;FRANKE;ANTUNES;Bouton;
4252;17AW0015;AN0.503.590;FRANKE;;Support moteur;
4253;17AW0016;AN2.150.216;FRANKE;;Pignon pour chaine moteur avec vis de blocage;
4254;17AW0017;AN2.150.187;FRANKE;;Chaine;
4255;17AW0018;AN4.050.229;FRANKE;ANTUNES;Filtre réseau;
4256;17AW0019;AN7.000.397;FRANKE;;Résistance;
4257;17AW0020;AN7.000.248;FRANKE;ANTUNES;Set etouffoirs en teflon;
4258;17AW0021;AN4.000.170;FRANKE;;Hélice du ventilo;
4259;17AW0022;AN0.011.264;FRANKE;;Convoyeurs;
4260;17AW0023;AN2.150.181;FRANKE;;Pignon;
4261;17AW0024;AN7.000.121;FRANKE;;Jeu de glissère;
4262;17AW0025;AN0.503.455;FRANKE;;Ressort de traction interne;
4263;17AW0026;AN2.100.259;FRANKE;;Glissière;
4264;17AW0027;AN7.000.304;FRANKE;;Résistance 230V;
4265;17AW0029;AN4.030.352;FRANKE;FRANKE;Thermostat HI Limit;
4266;17AW0030;AN3.31P.103;FRANKE;;Vis (paquet de 10) toaster vertical;
4267;17AW0031;AN1.001.006;FRANKE;;Etiquette façade toaster ou panneau auto collant;
4268;17AW0032;AN0.021.164;FRANKE;ANTUNES;Distributeur de petit pain;
4269;17AW0033;6020557;FRANKE;ANTUNES;Ecrou chapeau ( par 10);
4270;17AW0034;AN0.503.367;FRANKE;ANTUNES;Rail de fixation;
4271;17AW0035;AN0.021.178;FRANKE;ANTUNES;Capot avant;
4272;17AW0037;AN7.000.230;FRANKE;ANTUNES;Capot;
4273;17AW0038;AN7.000.232;FRANKE;ANTUNES;Capot;
4274;17AW0039;719.384.501;FRANKE;ANTUNES;Kit de revêtement;
4275;17AW0040;719.800.207;FRANKE;ANTUNES;Ventilateur axial pour Antunes 250HI/2000/HEBT-5VREMPLACE REF6017413;
4276;17AW0041;AN0.503.448;FRANKE;;Rail;
4277;17AW0042;AN0.60P.132;FRANKE;;Ressort;
4278;17AW0043;719.386.726;FRANKE;;Vis;
4279;17AW0044;AN2.150.118;FRANKE;ANTUNES;Arbre d'entrainement;
4280;17AW0045;AN3.08P.157;FRANKE;FRANKE;Vis 8.32 x 1/4;
4281;17AW0046;6017424;FRANKE;ANTUNES;Roulement;
4282;17AW0047;201883;FRANKE;ANTUNES;Kit entretoise;
4283;17AW0048;AN7.000.167;FRANKE;ANTUNES;Kit palier;
4284;17AW0049;719.392.742;FRANKE;ANTUNES;Thermostat pour toaster vertical antune;
4285;17AW0050;719.386.400;FRANKE;ANTUNES;Carte mère;
4286;17AW0051;719.386.358;FRANKE;ANTUNES;Sonde;
4287;17AW0052;719.386.359;FRANKE;ANTUNES;Carte de toaster;
4288;17AW0053;719.391.490;FRANKE;ANTUNES;Contacteur;
4289;17AW0054;719.386.357;FRANKE;ANTUNES;Relais;
4290;17AW0055;AN2.150.117;FRANKE;ANTUNES;Arbres de renvoi;
4291;17AW0056;719.386.317;FRANKE;ANTUNES;Sémi-conducteur;
4292;17AW0057;719.391.489;FRANKE;ANTUNES;Condensateur;
4293;17BV0001;4010107;CAT'SERV;ROUNDUP;Contact de sécurité toaster ROUDUP VCT-2000;
4294;18AI0001;725.110.173;FRANKE;;Carte de commande UVC;
4295;18AI0002;365.718;FRANKE;;tube protection quartz 890 typ 23x1 1.4x890;
4296;18AI0003;385.208;FRANKE;;"Lampes UVC
";
4297;18AI0004;365.728;FRANKE;FRANKE;BALASTE ELECTRONIQUE;
4298;18AI0005;470.701;FRANKE;FRANKE;CARTE CONTRÔLE;
